host_ip,window_start,alpha1_norm,alpha2,alpha3,score,is_attack_any,is_attack_src,src_attack
138.68.46.177,2017-07-04 01:00:00+00:00,0.11920292202211755,1.0,0.7887323943661972,0.5843008871187062,False,False,
198.58.105.63,2017-07-04 01:00:00+00:00,0.11920292202211755,1.0,0.8888888888888888,0.6143478354755136,False,False,
52.84.140.85,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
66.228.42.59,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,0.8888888888888888,0.3143478354755137,False,False,
74.208.174.96,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,0.8888888888888888,0.3143478354755137,False,False,
96.244.96.19,2017-07-04 01:00:00+00:00,0.11920292202211755,0.5,0.868421052631579,0.45820748459832067,False,False,
144.217.163.175,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,0.7887323943661972,0.2843008871187062,False,False,
198.50.139.209,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,0.7887323943661972,0.2843008871187062,False,False,
24.86.68.24,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
45.33.91.95,2017-07-04 01:00:00+00:00,0.11920292202211755,1.0,0.7887323943661972,0.5843008871187062,False,False,
52.60.76.61,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,0.7887323943661972,0.2843008871187062,False,False,
66.220.10.2,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,0.7887323943661972,0.2843008871187062,False,False,
74.104.167.114,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,0.7887323943661972,0.2843008871187062,False,False,
17.253.20.125,2017-07-04 01:00:00+00:00,0.11920292202211755,1.0,0.8444444444444444,0.6010145021421803,False,False,
224.0.1.24,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
23.199.170.73,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
8.6.0.1,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,0.0,0.04768116880884702,False,False,
8.0.6.4,2017-07-04 01:00:00+00:00,0.11920292202211755,0.0,0.0,0.04768116880884702,False,False,
192.168.10.12,2017-07-04 01:05:00+00:00,0.2380478901845289,0.875,0.6363636363636364,0.5486282469829025,False,False,
192.168.10.17,2017-07-04 01:05:00+00:00,0.21091879981001455,0.75,0.7017543859649122,0.5198938357134795,False,False,
192.168.10.51,2017-07-04 01:05:00+00:00,0.24000674297361568,0.8095238095238095,0.8636363636363636,0.5979507491374982,False,False,
192.168.10.9,2017-07-04 01:05:00+00:00,0.14313605978782257,0.96,0.9266666666666666,0.623254423915129,False,False,
192.168.10.16,2017-07-04 01:05:00+00:00,0.18177620430988597,0.5,0.675,0.42521048172395437,False,False,
192.168.10.19,2017-07-04 01:05:00+00:00,0.2305243276527842,0.6875,0.6923076923076923,0.5061520387534213,False,False,
192.168.10.15,2017-07-04 01:05:00+00:00,0.1722349549708098,0.7083333333333334,0.7555555555555555,0.5080606486549906,False,False,
192.168.10.5,2017-07-04 01:05:00+00:00,0.2924389875324925,1.0,0.45833333333333337,0.5544755950129969,False,False,
192.168.10.14,2017-07-04 01:05:00+00:00,0.23201702518518216,0.0,1.0,0.39280681007407287,False,False,
192.168.10.25,2017-07-04 01:05:00+00:00,0.21020165705778662,0.6666666666666666,0.5471698113207547,0.448231606219341,False,False,
192.168.10.8,2017-07-04 01:05:00+00:00,0.21818455715116478,1.0,0.4,0.5072738228604659,False,False,
192.168.10.50,2017-07-04 01:05:00+00:00,0.22512223051950997,0.5185185185185185,0.8517241379310345,0.5011216891426699,False,False,
104.16.26.216,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.16.27.216,2017-07-04 01:05:00+00:00,0.1355498260563154,0.0,1.0,0.35421993042252614,False,False,
104.16.92.65,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.16.93.65,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.17.161.9,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.17.41.113,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.17.50.107,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.19.194.102,2017-07-04 01:05:00+00:00,0.13022342021055655,0.0,1.0,0.35208936808422264,False,False,
104.193.82.53,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.196.154.29,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.196.48.127,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.20.16.243,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.20.3.47,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.20.30.45,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.244.46.199,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.244.46.71,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.25.184.27,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.84.148.123,2017-07-04 01:05:00+00:00,0.11920292202211755,1.0,0.6944444444444444,0.5560145021421803,False,False,
104.88.12.52,2017-07-04 01:05:00+00:00,0.130223393568621,0.0,1.0,0.3520893574274484,False,False,
104.88.35.145,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.88.75.116,2017-07-04 01:05:00+00:00,0.1374014664028909,0.0,1.0,0.35496058656115637,False,False,
104.94.218.227,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.94.229.229,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.97.122.33,2017-07-04 01:05:00+00:00,0.13022342405713483,0.0,1.0,0.3520893696228539,False,False,
104.97.123.64,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.97.123.92,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.97.71.5,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.97.72.216,2017-07-04 01:05:00+00:00,0.13022337142630927,0.0,1.0,0.3520893485705237,False,False,
104.97.73.166,2017-07-04 01:05:00+00:00,0.13583089135833046,0.0,1.0,0.35433235654333217,False,False,
104.97.83.106,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.97.91.19,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
104.97.94.187,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
107.178.242.85,2017-07-04 01:05:00+00:00,0.1405514687221112,0.0,1.0,0.35622058748884444,False,False,
107.21.249.100,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
107.22.42.44,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
108.161.188.128,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
129.146.12.96,2017-07-04 01:05:00+00:00,0.1364733436901327,0.0,1.0,0.3545893374760531,False,False,
129.146.12.97,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
13.56.48.226,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
13.58.191.151,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
192.168.10.3,2017-07-04 01:05:00+00:00,0.2232068367714325,0.3611111111111111,0.8968824940047961,0.4666808162433452,False,False,
136.243.131.32,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
136.243.131.50,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
138.108.50.100,2017-07-04 01:05:00+00:00,0.13357340434529846,0.0,1.0,0.3534293617381194,False,False,
138.108.7.20,2017-07-04 01:05:00+00:00,0.13952037710273646,0.0,1.0,0.3558081508410946,False,False,
142.0.197.68,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
151.101.0.207,2017-07-04 01:05:00+00:00,0.13686186129536082,0.0,1.0,0.3547447445181443,False,False,
151.101.0.68,2017-07-04 01:05:00+00:00,0.13274301161353144,0.0,1.0,0.35309720464541255,False,False,
151.101.1.108,2017-07-04 01:05:00+00:00,0.15959092168941905,0.0,1.0,0.36383636867576763,False,False,
151.101.130.2,2017-07-04 01:05:00+00:00,0.1333722877657591,0.0,1.0,0.3533489151063036,False,False,
151.101.2.109,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
151.101.2.2,2017-07-04 01:05:00+00:00,0.15703197954647308,0.0,1.0,0.3628127918185892,False,False,
151.101.32.166,2017-07-04 01:05:00+00:00,0.13465955087448675,0.0,1.0,0.3538638203497947,False,False,
151.101.44.129,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
151.101.44.207,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
151.101.45.209,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
151.101.46.49,2017-07-04 01:05:00+00:00,1.0,0.0,1.0,0.7,False,False,
152.163.13.4,2017-07-04 01:05:00+00:00,0.13652706661385433,0.0,1.0,0.3546108266455417,False,False,
152.163.56.2,2017-07-04 01:05:00+00:00,0.15493473326536367,0.0,1.0,0.3619738933061455,False,False,
157.240.18.35,2017-07-04 01:05:00+00:00,0.1592556775291659,0.0,1.0,0.36370227101166636,False,False,
157.240.2.25,2017-07-04 01:05:00+00:00,0.14554746531060148,0.0,1.0,0.3582189861242406,False,False,
157.240.2.35,2017-07-04 01:05:00+00:00,0.16827391688278392,0.0,1.0,0.36730956675311355,False,False,
157.240.3.7,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
161.170.236.122,2017-07-04 01:05:00+00:00,0.1348590754707106,0.0,1.0,0.35394363018828423,False,False,
162.125.4.1,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
162.208.20.184,2017-07-04 01:05:00+00:00,0.14025891532670828,0.0,1.0,0.3561035661306833,False,False,
162.208.22.39,2017-07-04 01:05:00+00:00,0.14593927217435926,0.0,1.0,0.3583757088697437,False,False,
162.213.33.50,2017-07-04 01:05:00+00:00,0.11920292202211755,1.0,0.9367088607594937,0.6286938270366951,False,False,
162.247.242.20,2017-07-04 01:05:00+00:00,0.1302233890455893,0.0,1.0,0.35208935561823573,False,False,
162.248.16.28,2017-07-04 01:05:00+00:00,0.13736274432677698,0.0,1.0,0.3549450977307108,False,False,
162.248.16.50,2017-07-04 01:05:00+00:00,0.13586277170483568,0.0,1.0,0.35434510868193425,False,False,
166.78.197.48,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
169.55.165.141,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
169.55.70.175,2017-07-04 01:05:00+00:00,1.0,0.0,1.0,0.7,False,False,
169.55.70.195,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
169.60.66.38,2017-07-04 01:05:00+00:00,0.13419716918973948,0.0,1.0,0.3536788676758958,False,False,
172.217.10.106,2017-07-04 01:05:00+00:00,0.13884458927931992,0.0,1.0,0.355537835711728,False,False,
172.217.10.132,2017-07-04 01:05:00+00:00,0.14530878148998824,0.0,1.0,0.3581235125959953,False,False,
172.217.10.14,2017-07-04 01:05:00+00:00,0.1266904427497304,1.0,0.9447513812154696,0.634101591464533,False,False,
172.217.10.35,2017-07-04 01:05:00+00:00,0.14320973714717816,0.0,1.0,0.35728389485887124,False,False,
172.217.10.42,2017-07-04 01:05:00+00:00,0.1407503038658285,0.0,1.0,0.3563001215463314,False,False,
172.217.10.46,2017-07-04 01:05:00+00:00,0.20935841758927926,1.0,0.9234449760765551,0.6607768598586783,False,False,
172.217.10.78,2017-07-04 01:05:00+00:00,0.16914654185611536,1.0,0.6944444444444444,0.5759919500757795,False,False,
172.217.11.14,2017-07-04 01:05:00+00:00,0.24824467842696776,1.0,0.9702970297029703,0.6903869802816782,False,False,
172.217.11.3,2017-07-04 01:05:00+00:00,0.15080733058268014,0.0,1.0,0.36032293223307205,False,False,
172.217.11.38,2017-07-04 01:05:00+00:00,0.713607594755465,0.0,1.0,0.585443037902186,False,False,
172.217.11.46,2017-07-04 01:05:00+00:00,0.1449187047258057,0.5,0.78,0.44196748189032226,False,False,
172.217.12.132,2017-07-04 01:05:00+00:00,0.12514482283972278,0.0,1.0,0.3500579291358891,False,False,
172.217.12.134,2017-07-04 01:05:00+00:00,0.13986127879286334,0.0,1.0,0.35594451151714535,False,False,
172.217.12.142,2017-07-04 01:05:00+00:00,0.14650804001666937,0.0,1.0,0.3586032160066677,False,False,
172.217.12.168,2017-07-04 01:05:00+00:00,0.14192367759705368,0.0,1.0,0.35676947103882145,False,False,
172.217.12.173,2017-07-04 01:05:00+00:00,0.13022342161645173,0.0,1.0,0.3520893686465807,False,False,
172.217.12.174,2017-07-04 01:05:00+00:00,0.4943580854288521,1.0,0.9495268138801262,0.7826012783355787,False,False,
172.217.12.198,2017-07-04 01:05:00+00:00,0.16133984823919506,0.0,1.0,0.364535939295678,False,False,
172.217.12.205,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
172.217.12.206,2017-07-04 01:05:00+00:00,0.17449159916492954,0.75,0.9418604651162791,0.5773547792008555,False,False,
172.217.3.104,2017-07-04 01:05:00+00:00,0.9446324463781325,0.0,1.0,0.677852978551253,False,False,
172.217.3.113,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
172.217.3.98,2017-07-04 01:05:00+00:00,0.1333632307532929,0.0,1.0,0.35334529230131717,False,False,
172.217.6.193,2017-07-04 01:05:00+00:00,0.14341865197349074,0.0,1.0,0.3573674607893963,False,False,
172.217.6.227,2017-07-04 01:05:00+00:00,0.9777379635866634,1.0,0.9656357388316151,0.9807859070841499,False,False,
172.217.7.3,2017-07-04 01:05:00+00:00,0.21822740223515344,1.0,0.9571428571428572,0.6744338180369185,False,False,
172.217.9.225,2017-07-04 01:05:00+00:00,0.1449849735260575,0.0,1.0,0.357993989410423,False,False,
173.194.175.108,2017-07-04 01:05:00+00:00,1.0,0.0,1.0,0.7,False,False,
173.194.175.109,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
173.231.178.118,2017-07-04 01:05:00+00:00,0.13022336257931183,0.0,1.0,0.35208934503172473,False,False,
173.239.42.214,2017-07-04 01:05:00+00:00,0.13022342141496548,0.0,1.0,0.35208936856598616,False,False,
173.239.42.221,2017-07-04 01:05:00+00:00,0.13022342060326184,0.0,1.0,0.3520893682413047,False,False,
173.241.242.143,2017-07-04 01:05:00+00:00,0.1760834298437587,0.0,1.0,0.3704333719375035,False,False,
174.35.73.139,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
178.255.83.1,2017-07-04 01:05:00+00:00,0.17753565459208118,0.0,1.0,0.37101426183683245,False,False,
184.169.150.63,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
184.169.153.255,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
184.24.199.203,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
184.31.6.135,2017-07-04 01:05:00+00:00,0.13440538306004418,0.0,1.0,0.35376215322401766,False,False,
184.73.199.125,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
184.84.243.218,2017-07-04 01:05:00+00:00,0.20388019258185994,1.0,0.8656716417910448,0.6412535695700574,False,False,
185.59.223.16,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
185.86.138.16,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
192.132.33.27,2017-07-04 01:05:00+00:00,0.2482223640931947,0.0,1.0,0.3992889456372779,False,False,
192.168.10.1,2017-07-04 01:05:00+00:00,0.1302234210607394,1.0,0.2666666666666667,0.43208936842429574,False,False,
129.6.15.28,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
167.114.119.127,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
192.168.10.255,2017-07-04 01:05:00+00:00,0.11920292202211755,0.2857142857142857,0.7659574468085106,0.3631826885656859,False,False,
192.243.232.36,2017-07-04 01:05:00+00:00,0.11920292202211755,0.0,1.0,0.34768116880884703,False,False,
192.243.232.58,2017-07-04 01:05:00+00:00,0.1424003601826574,0.0,1.0,0.356960144073063,False,False,
192.82.242.23,2017-07-04 01:05:00+00:00,0.14394631521029397,0.0,1.0,0.35757852608411755,False,False,
192.82.242.50,2017-07-04 01:05:00+00:00,0.1568416398323427,0.0,1.0,0.3627366559329371,False,False,
